Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
0.5676800000000222,1000,,,,-0.0625,-0.015625,-1.009765625,-0.0013050389883398448,-5.527382244170339,22.198856353759766,0.0739397332072258,0,0,1.6413775163025264,0,0,0,0,0.05859375,,
0.5934799999999814,1000,,,,-0.0625,-0.015625,-1.009765625,-0.0013644503768965282,-5.130987443807162,22.200000762939453,0.083984375,0,0,1.8644531890749931,0,0,0,0,0.05859375,,
0.6175899999999965,1000,,,,-0.0625,-0.01171875,-1.009765625,-0.0013916299101749063,-4.9778273578847125,22.200998306274414,0.06591796875,0,0,1.4634447125717998,0,0,0,0,0.05859375,,
0.6406000000000058,1000,,,,-0.0625,-0.015625,-1.009765625,-0.0012978508727675905,-4.964900236951082,22.199499130249023,0.091552734375,0,0,2.0324248471297324,0,0,0,0,0.05859375,,
0.6689100000000034,1000,,,,-0.0625,-0.013671875,-1.009765625,-0.0012789109589002362,-5.033549615784929,22.199499130249023,0.07568359375,0,0,1.6801378736272454,0,0,0,0,0.05859375,,
0.6919199999999837,1000,,,,-0.0625,-0.013671875,-1.01171875,-0.0013936333463684955,-4.902894346391479,22.198665618896484,0.078125,0,0,1.7342707514762878,0,0,0,0,0.05859375,,
0.722429999999993,1000,,,,-0.0625,-0.013671875,-1.009765625,-0.0013851790205805256,-4.706911442301305,22.197500228881836,0.076904296875,0,0,1.7070831474848092,0,0,0,0,0.05859375,,
0.7471949999999778,1000,,,,-0.0625,-0.01171875,-1.009765625,-0.0012618661020107566,-5.103306242664481,22.2023983001709,0.078125,0,0,1.7345623672008514,0,0,0,0,0.05859375,,
0.7722399999999907,1000,,,,-0.0625,-0.013671875,-1.009765625,-0.0013820961176467096,-5.691254954935005,22.19999885559082,0.09033203125,0,0,2.005370990373194,0,0,0,0,0.05859375,,
0.7959249999999883,1000,,,,-0.0625,-0.01171875,-1.009765625,-0.0013728155980090042,-5.68128972252364,22.19999885559082,0.0732421875,0,0,1.6259764786809683,0,0,0,0,0.05859375,,
0.8215849999999919,1000,,,,-0.0625,-0.013671875,-1.0078125,-0.0014024088424982773,-5.444338640742299,22.199499130249023,0.08056640625,0,0,1.7885338654741645,0,0,0,0,0.05859375,,
0.8495699999999778,1000,,,,-0.0625,-0.01171875,-1.0078125,-0.001413078283743774,-6.259273202382798,22.19999885559082,0.079345703125,0,0,1.761474518571049,0,0,0,0,0.05859375,,
0.871375,1000,,,,-0.0625,-0.013671875,-1.009765625,-0.001362398044184573,-5.850698673516841,22.19959831237793,0.0791015625,0,0,1.7560229133814573,0,0,0,0,0.05859375,,
0.9036000000000058,1000,,,,-0.0625,-0.013671875,-1.009765625,-0.0013443077376823448,-4.985937949819518,22.199430465698242,0.0739397332072258,0,0,1.6414199659860884,0,0,0,0,0.05859375,,
0.9269150000000081,1000,,,,-0.0625,-0.013671875,-1.009765625,-0.0014512602303245724,-5.348367916380627,22.19927215576172,0.07901278138160706,0,0,1.7540262376739975,0,0,0,0,0.05859375,,
0.9500149999999848,1000,,,,-0.0625,-0.013671875,-1.01171875,-0.0014366700273840444,-4.272870208384083,22.19999885559082,0.0837053582072258,0,0,1.8582588564072324,0,0,0,0,0.05859375,,
0.9760050000000047,1000,,,,-0.0625,-0.01171875,-1.0078125,-0.0011750984756646599,-4.627189583010386,22.202999114990234,0.078125,0,0,1.734609305858612,0,0,0,0,0.05859375,,
0.9989150000000081,1000,,,,-0.0625,-0.013671875,-1.0078125,-0.0012667615586875014,-5.013619150962199,22.20199966430664,0.072021484375,0,0,1.599020971916616,0,0,0,0,0.05859375,,
1.021375,1000,,,,-0.0625,-0.013671875,-1.009765625,-0.0012801339338458138,-5.0291206236020995,22.200498580932617,0.08056640625,0,0,1.7886143876239657,0,0,0,0,0.05859375,,
1.048404999999999,1000,,,,-0.0625,-0.01171875,-1.009765625,-0.0012543189510344115,-5.613747591735501,22.200571060180664,0.087890625,0,0,1.9512220658361912,0,0,0,0,0.05859375,,
1.0723949999999896,1000,,,,-0.0625,-0.015625,-1.009765625,-0.001195020354275877,-5.966959718316097,22.20088768005371,0.0737847238779068,0,0,1.638086367317186,0,0,0,0,0.05859375,,
1.0997250000000058,1000,,,,-0.0625,-0.01171875,-1.01171875,-0.0013203656295661167,-4.994795934185176,22.201499938964844,0.08056640625,0,0,1.7886950634419918,0,0,0,0,0.05859375,,
1.1239900000000198,1000,,,,-0.0625,-0.013671875,-1.0078125,-0.001366908435239723,-5.3922979825940605,22.199554443359375,0.0792100727558136,0,0,1.7584283226051411,0,0,0,0,0.05859375,,
1.149140000000014,1000,,,,-0.0625,-0.015625,-1.0078125,-0.0013987768425315031,-5.830768208694112,22.19999885559082,0.076904296875,0,0,1.7072753026150167,0,0,0,0,0.05859375,,
